placeholder_id,caminho,dominio,modulo,tipo,prioridade,funcao_esperada,especificacao_necessaria,dependencias,owner_necessario,testes_necessarios,criterios_de_aceite,riscos,recomendacao,confianca,status,aprovado_para_gate_5
2603,06-risk-control/regenera-control-audit/.tool-versions,"CONTROLE, AUDITORIA E REGULATÓRIO",06-risk-control/regenera-control-audit,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
2605,06-risk-control/regenera-control-audit/CODEOWNERS,"CONTROLE, AUDITORIA E REGULATÓRIO",06-risk-control/regenera-control-audit,C,P1,Módulo de P1 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
2642,05-core-banking/regenera-core-balance/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-balance,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
2644,05-core-banking/regenera-core-balance/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-balance,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
2679,05-core-banking/regenera-core-card-authorization/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-card-authorization,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
2681,05-core-banking/regenera-core-card-authorization/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-card-authorization,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
2716,05-core-banking/regenera-core-card-clearing/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-card-clearing,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
2718,05-core-banking/regenera-core-card-clearing/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-card-clearing,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
2753,05-core-banking/regenera-core-cards/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-cards,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
2755,05-core-banking/regenera-core-cards/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-cards,C,P1,Módulo de P1 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
2815,06-risk-control/regenera-control-case-management/.tool-versions,CONTROLE E CONFIABILIDADE,06-risk-control/regenera-control-case-management,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
2817,06-risk-control/regenera-control-case-management/CODEOWNERS,CONTROLE E CONFIABILIDADE,06-risk-control/regenera-control-case-management,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
2852,05-core-banking/regenera-core-consents/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-consents,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
2854,05-core-banking/regenera-core-consents/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-consents,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
2889,05-core-banking/regenera-core-credit-decision/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-credit-decision,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
2891,05-core-banking/regenera-core-credit-decision/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-credit-decision,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
2926,05-core-banking/regenera-core-credit-origination/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-credit-origination,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
2928,05-core-banking/regenera-core-credit-origination/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-credit-origination,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
2963,06-risk-control/regenera-risk-credit/.tool-versions,CONTROLE E CONFIABILIDADE,06-risk-control/regenera-risk-credit,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
2965,06-risk-control/regenera-risk-credit/CODEOWNERS,CONTROLE E CONFIABILIDADE,06-risk-control/regenera-risk-credit,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
3022,05-core-banking/regenera-core-custody-positions/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-custody-positions,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3024,05-core-banking/regenera-core-custody-positions/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-custody-positions,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
3059,05-core-banking/regenera-core-customer-support/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-customer-support,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3061,05-core-banking/regenera-core-customer-support/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-customer-support,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
3096,05-core-banking/regenera-core-customers/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-customers,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3098,05-core-banking/regenera-core-customers/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-customers,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
3172,05-core-banking/regenera-core-device-trust/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-device-trust,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3174,05-core-banking/regenera-core-device-trust/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-device-trust,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
3209,05-core-banking/regenera-core-disputes/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-disputes,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3211,05-core-banking/regenera-core-disputes/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-disputes,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
3246,05-core-banking/regenera-core-documents/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-documents,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3248,05-core-banking/regenera-core-documents/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-documents,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
3283,05-core-banking/regenera-core-fees/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-fees,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3285,05-core-banking/regenera-core-fees/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-fees,C,P1,Módulo de P1 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3333,06-risk-control/regenera-risk-fraud/.tool-versions,CONTROLE E CONFIABILIDADE,06-risk-control/regenera-risk-fraud,C,P1,Módulo de P1 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3335,06-risk-control/regenera-risk-fraud/CODEOWNERS,CONTROLE E CONFIABILIDADE,06-risk-control/regenera-risk-fraud,C,P1,Módulo de P1 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3388,05-core-banking/regenera-core-fx/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-fx,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3390,05-core-banking/regenera-core-fx/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-fx,C,P1,Módulo de P1 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3425,05-core-banking/regenera-core-identity/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-identity,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3427,05-core-banking/regenera-core-identity/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-identity,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
3461,06-risk-control/regenera-risk-kyc/.tool-versions,CONTROLE E CONFIABILIDADE,06-risk-control/regenera-risk-kyc,C,P1,Módulo de P1 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3463,06-risk-control/regenera-risk-kyc/CODEOWNERS,CONTROLE E CONFIABILIDADE,06-risk-control/regenera-risk-kyc,C,P1,Módulo de P1 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3548,05-core-banking/regenera-core-investment-orders/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-investment-orders,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3550,05-core-banking/regenera-core-investment-orders/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-investment-orders,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
3613,05-core-banking/regenera-core-invoices/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-invoices,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3615,05-core-banking/regenera-core-invoices/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-invoices,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
3650,05-core-banking/regenera-core-ledger/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-ledger,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3652,05-core-banking/regenera-core-ledger/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-ledger,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3761,05-core-banking/regenera-core-limits/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-limits,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3763,05-core-banking/regenera-core-limits/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-limits,C,P1,Módulo de P1 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3811,05-core-banking/regenera-core-loan-servicing/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-loan-servicing,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3813,05-core-banking/regenera-core-loan-servicing/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-loan-servicing,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
3848,05-core-banking/regenera-core-notifications/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-notifications,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3850,05-core-banking/regenera-core-notifications/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-notifications,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
3903,05-core-banking/regenera-core-onboarding/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-onboarding,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
3905,05-core-banking/regenera-core-onboarding/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-onboarding,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
3940,05-core-banking/regenera-core-payment-orchestrator/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-payment-orchestrator,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
4012,05-core-banking/regenera-core-pix/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-pix,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
4014,05-core-banking/regenera-core-pix/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-pix,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
4088,05-core-banking/regenera-core-product-catalog/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-product-catalog,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
4090,05-core-banking/regenera-core-product-catalog/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-product-catalog,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
4125,06-risk-control/regenera-control-reconciliation/.tool-versions,CONTROLE E CONFIABILIDADE,06-risk-control/regenera-control-reconciliation,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
4127,06-risk-control/regenera-control-reconciliation/CODEOWNERS,CONTROLE E CONFIABILIDADE,06-risk-control/regenera-control-reconciliation,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
4183,06-risk-control/regenera-control-regulatory-reporting/.tool-versions,"CONTROLE, AUDITORIA E REGULATÓRIO",06-risk-control/regenera-control-regulatory-reporting,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
4220,06-risk-control/regenera-risk-sanctions/.tool-versions,CONTROLE E CONFIABILIDADE,06-risk-control/regenera-risk-sanctions,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
4222,06-risk-control/regenera-risk-sanctions/CODEOWNERS,CONTROLE E CONFIABILIDADE,06-risk-control/regenera-risk-sanctions,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
4257,05-core-banking/regenera-core-session/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-session,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
4259,05-core-banking/regenera-core-session/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-session,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
4295,05-core-banking/regenera-core-statements/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-statements,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
