placeholder_id,caminho,classificacao_anterior,classificacao_corrigida,tipo,prioridade,placeholder_confirmado,intencionalmente_minimo,funcao_arquitetural,dominio,consumidores,contratos,invariantes,dependencias,contexto_ausente,owner_necessario,requisitos_de_seguranca,requisitos_de_observabilidade,testes_necessarios,criterios_de_aceite,relacao_com_conflito,relacao_com_source_material,recomendacao,confianca,status,aprovado_para_gate_5
2343,design-system/windows/.tool-versions,C,C,C,P1,SIM,NAO,Componente de DESIGN SYSTEM MULTIPLATAFORMA,DESIGN SYSTEM MULTIPLATAFORMA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2345,design-system/windows/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de DESIGN SYSTEM MULTIPLATAFORMA,DESIGN SYSTEM MULTIPLATAFORMA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2382,domains/accounting/.tool-versions,C,C,C,P0,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2384,domains/accounting/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2405,domains/cosif/.tool-versions,C,C,C,P3,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
2407,domains/cosif/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2470,domains/accounts/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2472,domains/accounts/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2542,domains/aml/.tool-versions,C,C,C,P1,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2544,domains/aml/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2603,governance/audit/.tool-versions,C,C,C,P3,SIM,NAO,"Componente de CONTROLE, AUDITORIA E REGULATÓRIO","CONTROLE, AUDITORIA E REGULATÓRIO",A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
2605,governance/audit/CODEOWNERS,C,C,C,P1,SIM,NAO,"Componente de CONTROLE, AUDITORIA E REGULATÓRIO","CONTROLE, AUDITORIA E REGULATÓRIO",A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2642,domains/balance/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
2644,domains/balance/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2679,domains/card-authorization/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
2681,domains/card-authorization/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
2716,domains/card-clearing/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
2718,domains/card-clearing/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2753,domains/cards/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
2755,domains/cards/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2815,domains/case-management/.tool-versions,C,C,C,P3,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
2817,domains/case-management/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2852,domains/consents/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
2854,domains/consents/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2889,domains/credit-decision/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
2891,domains/credit-decision/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2926,domains/credit-origination/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
2928,domains/credit-origination/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
2963,domains/credit/.tool-versions,C,C,C,P3,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
2965,domains/credit/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3022,domains/custody-positions/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
3024,domains/custody-positions/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3059,domains/customer-support/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3061,domains/customer-support/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3096,domains/customers/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3098,domains/customers/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3172,domains/device-trust/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
3174,domains/device-trust/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3209,domains/disputes/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
3211,domains/disputes/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3246,domains/documents/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
3248,domains/documents/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3283,domains/fees/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
3285,domains/fees/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3333,domains/fraud/.tool-versions,C,C,C,P1,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3335,domains/fraud/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3388,domains/fx/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
3390,domains/fx/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3425,domains/identity/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3427,domains/identity/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3461,domains/kyc/.tool-versions,C,C,C,P1,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3463,domains/kyc/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3548,domains/investment-orders/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
3550,domains/investment-orders/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3613,domains/invoices/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
3615,domains/invoices/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3650,domains/ledger/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_CONTRACT_REQUIRED,FALSE
3652,domains/ledger/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_CONTRACT_REQUIRED,FALSE
3761,domains/limits/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
3763,domains/limits/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3811,domains/loan-servicing/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
3813,domains/loan-servicing/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
